,valence
5500,0.749
5501,0.868
5502,0.446
5503,0.317
5504,0.513
5505,0.554
5506,0.553
5507,0.363
5508,0.556
5509,0.0978
5510,0.868
5511,0.446
5512,0.513
5513,0.317
5514,0.749
5515,0.554
5516,0.876
5517,0.553
5518,0.556
5519,0.868
5520,0.513
5521,0.446
5522,0.0978
5523,0.317
5524,0.554
5525,0.749
5526,0.457
5527,0.397
5528,0.556
5529,0.513
5530,0.868
5531,0.0978
5532,0.446
5533,0.317
5534,0.553
5535,0.554
5536,0.457
5537,0.749
5538,0.556
5539,0.513
5540,0.868
5541,0.446
5542,0.317
5543,0.749
5544,0.554
5545,0.553
5546,0.0978
5547,0.457
5548,0.556
5549,0.513
5550,0.553
5551,0.554
5552,0.446
5553,0.457
5554,0.868
5555,0.749
5556,0.0978
5557,0.43
5558,0.556
5559,0.513
5560,0.553
5561,0.457
5562,0.446
5563,0.868
5564,0.749
5565,0.554
5566,0.0978
5567,0.243
5568,0.513
5569,0.556
5570,0.553
5571,0.457
5572,0.741
5573,0.868
5574,0.554
5575,0.0978
5576,0.749
5577,0.776
5578,0.513
5579,0.556
5580,0.457
5581,0.553
5582,0.494
5583,0.243
5584,0.868
5585,0.776
5586,0.0978
5587,0.749
5588,0.513
5589,0.556
5590,0.494
5591,0.457
5592,0.553
5593,0.749
5594,0.243
5595,0.0978
5596,0.868
5597,0.0592
5598,0.513
5599,0.556
5600,0.494
5601,0.457
5602,0.553
5603,0.679
5604,0.749
5605,0.489
5606,0.868
5607,0.896
5608,0.513
5609,0.494
5610,0.457
5611,0.556
5612,0.876
5613,0.553
5614,0.0592
5615,0.749
5616,0.896
5617,0.868
5618,0.494
5619,0.513
5620,0.556
5621,0.457
5622,0.762
5623,0.553
5624,0.896
5625,0.0592
5626,0.679
5627,0.243
5628,0.513
5629,0.494
5630,0.457
5631,0.556
5632,0.876
5633,0.0592
5634,0.553
5635,0.16
5636,0.679
5637,0.896
5638,0.513
5639,0.494
5640,0.874
5641,0.457
5642,0.556
5643,0.762
5644,0.679
5645,0.896
5646,0.553
5647,0.0592
5648,0.513
5649,0.494
5650,0.874
5651,0.556
5652,0.183
5653,0.679
5654,0.457
5655,0.329
5656,0.0592
5657,0.762
5658,0.494
5659,0.513
5660,0.779
5661,0.679
5662,0.556
5663,0.183
5664,0.457
5665,0.874
5666,0.553
5667,0.0592
5668,0.494
5669,0.513
5670,0.874
5671,0.679
5672,0.183
5673,0.556
5674,0.457
5675,0.779
5676,0.0592
5677,0.553
5678,0.513
5679,0.874
5680,0.494
5681,0.183
5682,0.556
5683,0.679
5684,0.779
5685,0.0592
5686,0.762
5687,0.457
5688,0.661
5689,0.183
5690,0.679
5691,0.779
5692,0.874
5693,0.556
5694,0.494
5695,0.0592
5696,0.433
5697,0.841
5698,0.661
5699,0.679
5700,0.874
5701,0.779
5702,0.183
5703,0.334
5704,0.0592
5705,0.556
5706,0.433
5707,0.513
5708,0.661
5709,0.874
5710,0.334
5711,0.679
5712,0.779
5713,0.183
5714,0.556
5715,0.0592
5716,0.151
5717,0.841
5718,0.661
5719,0.874
5720,0.334
5721,0.679
5722,0.779
5723,0.841
5724,0.151
5725,0.837
5726,0.556
5727,0.324
5728,0.661
5729,0.874
5730,0.334
5731,0.679
5732,0.841
5733,0.779
5734,0.556
5735,0.324
5736,0.837
5737,0.151
5738,0.661
5739,0.874
5740,0.334
5741,0.679
5742,0.779
5743,0.238
5744,0.841
5745,0.762
5746,0.556
5747,0.837
5748,0.661
5749,0.874
5750,0.334
5751,0.556
5752,0.238
5753,0.837
5754,0.679
5755,0.762
5756,0.172
5757,0.779
5758,0.537
5759,0.874
5760,0.334
5761,0.661
5762,0.172
5763,0.556
5764,0.238
5765,0.679
5766,0.762
5767,0.841
5768,0.537
5769,0.97
5770,0.661
5771,0.874
5772,0.172
5773,0.334
5774,0.825
5775,0.828
5776,0.919
5777,0.841
5778,0.537
5779,0.97
5780,0.661
5781,0.874
5782,0.334
5783,0.646
5784,0.556
5785,0.172
5786,0.841
5787,0.869
5788,0.784
5789,0.537
5790,0.874
5791,0.661
5792,0.334
5793,0.646
5794,0.238
5795,0.94
5796,0.562
5797,0.837
5798,0.537
5799,0.784
5800,0.661
5801,0.334
5802,0.874
5803,0.238
5804,0.646
5805,0.292
5806,0.562
5807,0.869
5808,0.537
5809,0.784
5810,0.238
5811,0.334
5812,0.661
5813,0.874
5814,0.646
5815,0.94
5816,0.562
5817,0.869
5818,0.537
5819,0.238
5820,0.661
5821,0.334
5822,0.874
5823,0.784
5824,0.646
5825,0.183
5826,0.0592
5827,0.869
5828,0.344
5829,0.537
5830,0.238
5831,0.334
5832,0.661
5833,0.874
5834,0.784
5835,0.452
5836,0.761
5837,0.183
5838,0.344
5839,0.537
5840,0.238
5841,0.334
5842,0.874
5843,0.661
5844,0.452
5845,0.761
5846,0.183
5847,0.869
5848,0.344
5849,0.537
5850,0.238
5851,0.334
5852,0.874
5853,0.661
5854,0.183
5855,0.761
5856,0.789
5857,0.452
5858,0.344
5859,0.537
5860,0.334
5861,0.238
5862,0.661
5863,0.874
5864,0.452
5865,0.789
5866,0.761
5867,0.183
5868,0.344
5869,0.537
5870,0.334
5871,0.551
5872,0.238
5873,0.152
5874,0.761
5875,0.874
5876,0.661
5877,0.452
5878,0.344
5879,0.537
5880,0.761
5881,0.238
5882,0.452
5883,0.189
5884,0.551
5885,0.183
5886,0.661
5887,0.334
5888,0.344
5889,0.537
5890,0.189
5891,0.452
5892,0.761
5893,0.183
5894,0.238
5895,0.551
5896,0.661
5897,0.789
5898,0.344
5899,0.537
5900,0.189
5901,0.761
5902,0.452
5903,0.238
5904,0.183
5905,0.557
5906,0.661
5907,0.789
5908,0.737
5909,0.537
5910,0.344
5911,0.189
5912,0.452
5913,0.761
5914,0.238
5915,0.27
5916,0.557
5917,0.183
5918,0.39
5919,0.737
5920,0.537
5921,0.344
5922,0.761
5923,0.189
5924,0.452
5925,0.27
5926,0.557
5927,0.238
5928,0.737
5929,0.39
5930,0.189
5931,0.537
5932,0.344
5933,0.761
5934,0.27
5935,0.452
5936,0.557
5937,0.238
5938,0.737
5939,0.39
5940,0.27
5941,0.238
5942,0.344
5943,0.189
5944,0.537
5945,0.452
5946,0.761
5947,0.722
5948,0.737
5949,0.39
5950,0.27
5951,0.537
5952,0.344
5953,0.189
5954,0.761
5955,0.452
5956,0.457
5957,0.0823
5958,0.737
5959,0.27
5960,0.39
5961,0.537
5962,0.189
5963,0.344
5964,0.761
5965,0.452
5966,0.722
5967,0.457
5968,0.448
5969,0.189
5970,0.39
5971,0.737
5972,0.344
5973,0.333
5974,0.537
5975,0.452
5976,0.674
5977,0.557
5978,0.448
5979,0.737
5980,0.39
5981,0.27
5982,0.344
5983,0.189
5984,0.452
5985,0.722
5986,0.333
5987,0.0851
5988,0.448
5989,0.189
5990,0.737
5991,0.39
5992,0.27
5993,0.344
5994,0.722
5995,0.333
5996,0.452
5997,0.557
5998,0.448
5999,0.426
6000,0.27
6001,0.737
6002,0.682
6003,0.39
6004,0.722
6005,0.344
6006,0.189
6007,0.215
6008,0.448
6009,0.682
6010,0.737
6011,0.27
6012,0.215
6013,0.265
6014,0.722
6015,0.189
6016,0.39
6017,0.769
6018,0.737
6019,0.215
6020,0.682
6021,0.448
6022,0.39
6023,0.27
6024,0.722
6025,0.769
6026,0.344
6027,0.426
6028,0.682
6029,0.737
6030,0.448
6031,0.215
6032,0.27
6033,0.722
6034,0.344
6035,0.39
6036,0.189
6037,0.289
6038,0.387
6039,0.737
6040,0.426
6041,0.189
6042,0.722
6043,0.289
6044,0.364
6045,0.682
6046,0.667
6047,0.588
6048,0.387
6049,0.737
6050,0.667
6051,0.682
6052,0.448
6053,0.0823
6054,0.27
6055,0.289
6056,0.722
6057,0.426
6058,0.387
6059,0.667
6060,0.682
6061,0.737
6062,0.27
6063,0.426
6064,0.0823
6065,0.448
6066,0.722
6067,0.289
6068,0.667
6069,0.387
6070,0.682
6071,0.426
6072,0.27
6073,0.529
6074,0.0823
6075,0.289
6076,0.722
6077,0.448
6078,0.667
6079,0.682
6080,0.387
6081,0.426
6082,0.485
6083,0.326
6084,0.0823
6085,0.27
6086,0.289
6087,0.722
6088,0.667
6089,0.682
6090,0.387
6091,0.485
6092,0.426
6093,0.27
6094,0.0823
6095,0.722
6096,0.561
6097,0.215
6098,0.667
6099,0.387
6100,0.682
6101,0.137
6102,0.722
6103,0.485
6104,0.27
6105,0.561
6106,0.426
6107,0.737
6108,0.137
6109,0.667
6110,0.682
6111,0.387
6112,0.215
6113,0.0851
6114,0.0823
6115,0.27
6116,0.722
6117,0.189
6118,0.137
6119,0.667
6120,0.682
6121,0.387
6122,0.525
6123,0.74
6124,0.27
6125,0.0823
6126,0.215
6127,0.722
6128,0.137
6129,0.667
6130,0.387
6131,0.682
6132,0.0851
6133,0.215
6134,0.525
6135,0.0823
6136,0.426
6137,0.722
6138,0.137
6139,0.667
6140,0.682
6141,0.159
6142,0.387
6143,0.525
6144,0.536
6145,0.0823
6146,0.644
6147,0.426
6148,0.137
6149,0.667
6150,0.159
6151,0.543
6152,0.682
6153,0.387
6154,0.536
6155,0.525
6156,0.0823
6157,0.644
6158,0.543
6159,0.667
6160,0.137
6161,0.387
6162,0.159
6163,0.682
6164,0.0823
6165,0.74
6166,0.525
6167,0.644
6168,0.543
6169,0.667
6170,0.159
6171,0.137
6172,0.387
6173,0.682
6174,0.0823
6175,0.525
6176,0.644
6177,0.102
6178,0.543
6179,0.667
6180,0.159
6181,0.137
6182,0.719
6183,0.387
6184,0.525
6185,0.682
6186,0.0823
6187,0.167
6188,0.286
6189,0.418
6190,0.667
6191,0.159
6192,0.543
6193,0.719
6194,0.137
6195,0.525
6196,0.682
6197,0.102
6198,0.543
6199,0.151
6200,0.667
6201,0.719
6202,0.159
6203,0.525
6204,0.102
6205,0.0823
6206,0.286
6207,0.387
6208,0.719
6209,0.543
6210,0.667
6211,0.286
6212,0.159
6213,0.525
6214,0.464
6215,0.137
6216,0.151
6217,0.102
6218,0.719
6219,0.543
6220,0.667
6221,0.525
6222,0.464
6223,0.159
6224,0.286
6225,0.151
6226,0.137
6227,0.387
6228,0.719
6229,0.543
6230,0.151
6231,0.667
6232,0.159
6233,0.102
6234,0.525
6235,0.286
6236,0.137
6237,0.387
6238,0.719
6239,0.159
6240,0.543
6241,0.667
6242,0.525
6243,0.137
6244,0.102
6245,0.246
6246,0.464
6247,0.286
6248,0.719
6249,0.159
6250,0.543
6251,0.525
6252,0.667
6253,0.426
6254,0.464
6255,0.102
6256,0.265
6257,0.537
6258,0.719
6259,0.525
6260,0.543
6261,0.667
6262,0.265
6263,0.908
6264,0.464
6265,0.159
6266,0.137
6267,0.781
6268,0.719
6269,0.97
6270,0.825
6271,0.543
6272,0.159
6273,0.235
6274,0.828
6275,0.246
6276,0.825
6277,0.667
6278,0.667
6279,0.704
6280,0.562
6281,0.779
6282,0.94
6283,0.429
6284,0.244
6285,0.637
6286,0.96
6287,0.513
6288,0.667
6289,0.779
6290,0.562
6291,0.94
6292,0.513
6293,0.704
6294,0.637
6295,0.244
6296,0.96
6297,0.429
6298,0.574
6299,0.667
6300,0.94
6301,0.637
6302,0.779
6303,0.562
6304,0.513
6305,0.244
6306,0.704
6307,0.96
6308,0.526
6309,0.574
6310,0.667
6311,0.709
6312,0.637
6313,0.788
6314,0.562
6315,0.779
6316,0.96
6317,0.513
6318,0.574
6319,0.667
6320,0.709
6321,0.526
6322,0.637
6323,0.788
6324,0.513
6325,0.562
6326,0.704
6327,0.52
6328,0.574
6329,0.709
6330,0.526
6331,0.513
6332,0.667
6333,0.788
6334,0.637
6335,0.562
6336,0.704
6337,0.779
6338,0.574
6339,0.513
6340,0.526
6341,0.704
6342,0.637
6343,0.667
6344,0.788
6345,0.562
6346,0.799
6347,0.779
6348,0.574
6349,0.513
6350,0.704
6351,0.667
6352,0.788
6353,0.637
6354,0.526
6355,0.562
6356,0.779
6357,0.96
6358,0.574
6359,0.513
6360,0.667
6361,0.637
6362,0.704
6363,0.779
6364,0.526
6365,0.562
6366,0.788
6367,0.96
6368,0.574
6369,0.513
6370,0.667
6371,0.637
6372,0.526
6373,0.779
6374,0.704
6375,0.562
6376,0.788
6377,0.676
6378,0.574
6379,0.513
6380,0.676
6381,0.667
6382,0.526
6383,0.788
6384,0.779
6385,0.637
6386,0.562
6387,0.704
6388,0.574
6389,0.513
6390,0.676
6391,0.667
6392,0.526
6393,0.788
6394,0.637
6395,0.779
6396,0.494
6397,0.562
6398,0.574
6399,0.513
6400,0.676
6401,0.667
6402,0.637
6403,0.526
6404,0.788
6405,0.334
6406,0.562
6407,0.779
6408,0.574
6409,0.513
6410,0.676
6411,0.667
6412,0.526
6413,0.788
6414,0.334
6415,0.679
6416,0.637
6417,0.781
6418,0.574
6419,0.513
6420,0.676
6421,0.334
6422,0.808
6423,0.526
6424,0.667
6425,0.637
6426,0.414
6427,0.781
6428,0.574
6429,0.505
6430,0.513
6431,0.676
6432,0.334
6433,0.781
6434,0.526
6435,0.562
6436,0.667
6437,0.788
6438,0.574
6439,0.505
6440,0.676
6441,0.513
6442,0.334
6443,0.781
6444,0.562
6445,0.679
6446,0.414
6447,0.526
6448,0.824
6449,0.528
6450,0.761
6451,0.505
6452,0.574
6453,0.586
6454,0.526
6455,0.742
6456,0.676
6457,0.513
6458,0.824
6459,0.685
6460,0.725
6461,0.574
6462,0.761
6463,0.505
6464,0.676
6465,0.513
6466,0.808
6467,0.526
6468,0.685
6469,0.824
6470,0.574
6471,0.761
6472,0.725
6473,0.505
6474,0.781
6475,0.513
6476,0.676
6477,0.4
6478,0.685
6479,0.574
6480,0.4
6481,0.781
6482,0.334
6483,0.824
6484,0.513
6485,0.679
6486,0.621
6487,0.725
6488,0.685
6489,0.781
6490,0.4
6491,0.679
6492,0.574
6493,0.334
6494,0.725
6495,0.824
6496,0.453
6497,0.505
6498,0.685
6499,0.725
6500,0.4
6501,0.679
6502,0.574
6503,0.453
6504,0.781
6505,0.334
6506,0.824
6507,0.676
6508,0.685
6509,0.823
6510,0.725
6511,0.4
6512,0.574
6513,0.453
6514,0.679
6515,0.279
6516,0.781
6517,0.334
6518,0.685
6519,0.823
6520,0.725
6521,0.4
6522,0.574
6523,0.679
6524,0.781
6525,0.453
6526,0.334
6527,0.279
6528,0.685
6529,0.823
6530,0.334
6531,0.4
6532,0.725
6533,0.679
6534,0.574
6535,0.676
6536,0.453
6537,0.723
6538,0.683
6539,0.685
6540,0.823
6541,0.725
6542,0.4
6543,0.205
6544,0.334
6545,0.679
6546,0.453
6547,0.574
6548,0.588
6549,0.685
6550,0.823
6551,0.453
6552,0.683
6553,0.725
6554,0.4
6555,0.334
6556,0.184
6557,0.495
6558,0.685
6559,0.823
6560,0.334
6561,0.4
6562,0.683
6563,0.725
6564,0.453
6565,0.541
6566,0.184
6567,0.65
6568,0.646
6569,0.685
6570,0.823
6571,0.4
6572,0.334
6573,0.725
6574,0.65
6575,0.683
6576,0.453
6577,0.574
6578,0.685
6579,0.334
6580,0.823
6581,0.725
6582,0.65
6583,0.4
6584,0.541
6585,0.453
6586,0.678
6587,0.646
6588,0.685
6589,0.65
6590,0.231
6591,0.823
6592,0.725
6593,0.334
6594,0.678
6595,0.453
6596,0.835
6597,0.4
6598,0.65
6599,0.685
6600,0.835
6601,0.725
6602,0.823
6603,0.334
6604,0.678
6605,0.231
6606,0.4
6607,0.939
6608,0.835
6609,0.65
6610,0.786
6611,0.685
6612,0.725
6613,0.231
6614,0.678
6615,0.334
6616,0.823
6617,0.254
6618,0.835
6619,0.786
6620,0.65
6621,0.685
6622,0.725
6623,0.231
6624,0.678
6625,0.513
6626,0.334
6627,0.337
6628,0.786
6629,0.835
6630,0.65
6631,0.685
6632,0.513
6633,0.678
6634,0.334
6635,0.725
6636,0.586
6637,0.231
6638,0.786
6639,0.835
6640,0.65
6641,0.565
6642,0.586
6643,0.685
6644,0.678
6645,0.888
6646,0.423
6647,0.4
6648,0.786
6649,0.565
6650,0.835
6651,0.65
6652,0.586
6653,0.698
6654,0.888
6655,0.685
6656,0.423
6657,0.4
6658,0.786
6659,0.565
6660,0.393
6661,0.698
6662,0.835
6663,0.65
6664,0.586
6665,0.423
6666,0.888
6667,0.685
6668,0.786
6669,0.565
6670,0.835
6671,0.698
6672,0.586
6673,0.393
6674,0.65
6675,0.558
6676,0.423
6677,0.888
6678,0.786
6679,0.565
6680,0.698
6681,0.558
6682,0.835
6683,0.65
6684,0.586
6685,0.522
6686,0.393
6687,0.423
6688,0.558
6689,0.786
6690,0.565
6691,0.698
6692,0.63
6693,0.522
6694,0.835
6695,0.393
6696,0.586
6697,0.65
6698,0.558
6699,0.786
6700,0.565
6701,0.522
6702,0.698
6703,0.63
6704,0.835
6705,0.65
6706,0.393
6707,0.827
6708,0.558
6709,0.786
6710,0.522
6711,0.63
6712,0.698
6713,0.565
6714,0.393
6715,0.835
6716,0.65
6717,0.827
6718,0.558
6719,0.786
6720,0.522
6721,0.835
6722,0.63
6723,0.698
6724,0.618
6725,0.565
6726,0.65
6727,0.827
6728,0.558
6729,0.786
6730,0.618
6731,0.835
6732,0.522
6733,0.63
6734,0.963
6735,0.698
6736,0.565
6737,0.825
6738,0.558
6739,0.835
6740,0.963
6741,0.618
6742,0.786
6743,0.522
6744,0.63
6745,0.698
6746,0.393
6747,0.586
6748,0.558
6749,0.835
6750,0.786
6751,0.618
6752,0.522
6753,0.962
6754,0.63
6755,0.963
6756,0.698
6757,0.586
6758,0.558
6759,0.835
6760,0.618
6761,0.962
6762,0.786
6763,0.522
6764,0.569
6765,0.63
6766,0.963
6767,0.586
6768,0.558
6769,0.835
6770,0.963
6771,0.618
6772,0.962
6773,0.569
6774,0.786
6775,0.522
6776,0.586
6777,0.63
6778,0.558
6779,0.835
6780,0.963
6781,0.962
6782,0.569
6783,0.618
6784,0.786
6785,0.884
6786,0.522
6787,0.63
6788,0.558
6789,0.835
6790,0.962
6791,0.963
6792,0.569
6793,0.618
6794,0.884
6795,0.786
6796,0.522
6797,0.63
6798,0.145
6799,0.558
6800,0.835
6801,0.962
6802,0.963
6803,0.618
6804,0.884
6805,0.569
6806,0.786
6807,0.522
6808,0.145
6809,0.558
6810,0.835
6811,0.962
6812,0.963
6813,0.884
6814,0.618
6815,0.569
6816,0.838
6817,0.522
6818,0.145
6819,0.878
6820,0.558
6821,0.838
6822,0.835
6823,0.962
6824,0.963
6825,0.884
6826,0.618
6827,0.569
6828,0.145
6829,0.878
6830,0.558
6831,0.838
6832,0.835
6833,0.962
6834,0.963
6835,0.884
6836,0.618
6837,0.608
6838,0.145
6839,0.838
6840,0.391
6841,0.558
6842,0.471
6843,0.412
6844,0.878
6845,0.677
6846,0.194
6847,0.835
6848,0.145
6849,0.838
6850,0.878
6851,0.558
6852,0.391
6853,0.835
6854,0.471
6855,0.884
6856,0.412
6857,0.608
6858,0.145
6859,0.878
6860,0.838
6861,0.558
6862,0.391
6863,0.608
6864,0.835
6865,0.884
6866,0.962
6867,0.471
6868,0.145
6869,0.878
6870,0.838
6871,0.558
6872,0.391
6873,0.608
6874,0.835
6875,0.884
6876,0.963
6877,0.866
6878,0.145
6879,0.838
6880,0.878
6881,0.558
6882,0.391
6883,0.608
6884,0.866
6885,0.682
6886,0.691
6887,0.835
6888,0.145
6889,0.838
6890,0.878
6891,0.391
6892,0.558
6893,0.608
6894,0.682
6895,0.866
6896,0.835
6897,0.828
6898,0.145
6899,0.838
6900,0.878
6901,0.391
6902,0.682
6903,0.558
6904,0.608
6905,0.137
6906,0.866
6907,0.735
6908,0.145
6909,0.838
6910,0.878
6911,0.682
6912,0.608
6913,0.391
6914,0.558
6915,0.608
6916,0.866
6917,0.137
6918,0.145
6919,0.838
6920,0.878
6921,0.682
6922,0.608
6923,0.391
6924,0.608
6925,0.558
6926,0.866
6927,0.644
6928,0.145
6929,0.838
6930,0.878
6931,0.682
6932,0.608
6933,0.608
6934,0.866
6935,0.391
6936,0.644
6937,0.558
6938,0.145
6939,0.838
6940,0.682
6941,0.391
6942,0.878
6943,0.608
6944,0.558
6945,0.608
6946,0.644
6947,0.866
6948,0.145
6949,0.838
6950,0.682
6951,0.391
6952,0.878
6953,0.558
6954,0.608
6955,0.553
6956,0.608
6957,0.866
6958,0.145
6959,0.838
6960,0.553
6961,0.682
6962,0.391
6963,0.558
6964,0.608
6965,0.878
6966,0.866
6967,0.608
6968,0.553
6969,0.145
6970,0.682
6971,0.838
6972,0.391
6973,0.866
6974,0.558
6975,0.608
6976,0.878
6977,0.0834
6978,0.553
6979,0.682
6980,0.145
6981,0.838
6982,0.391
6983,0.558
6984,0.608
6985,0.878
6986,0.866
6987,0.0834
6988,0.553
6989,0.145
6990,0.682
6991,0.838
6992,0.391
6993,0.505
6994,0.558
6995,0.608
6996,0.962
6997,0.609
6998,0.553
6999,0.505
7000,0.682
7001,0.145
7002,0.838
7003,0.821
7004,0.391
7005,0.866
7006,0.558
7007,0.608
7008,0.505
7009,0.682
7010,0.145
7011,0.838
7012,0.391
7013,0.821
7014,0.558
7015,0.553
7016,0.464
7017,0.642
7018,0.505
7019,0.682
7020,0.554
7021,0.145
7022,0.553
7023,0.838
7024,0.391
7025,0.464
7026,0.642
7027,0.786
7028,0.505
7029,0.682
7030,0.554
7031,0.145
7032,0.553
7033,0.821
7034,0.786
7035,0.838
7036,0.443
7037,0.391
7038,0.505
7039,0.786
7040,0.686
7041,0.69
7042,0.682
7043,0.145
7044,0.443
7045,0.553
7046,0.593
7047,0.838
7048,0.69
7049,0.786
7050,0.505
7051,0.725
7052,0.69
7053,0.776
7054,0.443
7055,0.682
7056,0.145
7057,0.838
7058,0.69
7059,0.786
7060,0.505
7061,0.776
7062,0.288
7063,0.69
7064,0.443
7065,0.682
7066,0.145
7067,0.838
7068,0.513
7069,0.556
7070,0.0405
7071,0.553
7072,0.417
7073,0.749
7074,0.494
7075,0.643
7076,0.0978
7077,0.703
7078,0.513
7079,0.556
7080,0.553
7081,0.0405
7082,0.679
7083,0.155
7084,0.417
7085,0.749
7086,0.643
7087,0.0978
7088,0.513
7089,0.556
7090,0.553
7091,0.0405
7092,0.243
7093,0.417
7094,0.749
7095,0.155
7096,0.856
7097,0.494
7098,0.513
7099,0.556
7100,0.856
7101,0.243
7102,0.553
7103,0.679
7104,0.874
7105,0.0405
7106,0.643
7107,0.749
7108,0.513
7109,0.556
7110,0.856
7111,0.243
7112,0.679
7113,0.553
7114,0.457
7115,0.643
7116,0.35
7117,0.0978
7118,0.513
7119,0.556
7120,0.856
7121,0.35
7122,0.553
7123,0.243
7124,0.679
7125,0.457
7126,0.218
7127,0.0405
7128,0.513
7129,0.832
7130,0.556
7131,0.856
7132,0.35
7133,0.553
7134,0.457
7135,0.679
7136,0.243
7137,0.334
7138,0.832
7139,0.35
7140,0.513
7141,0.556
7142,0.856
7143,0.679
7144,0.243
7145,0.334
7146,0.553
7147,0.457
7148,0.513
7149,0.556
7150,0.856
7151,0.679
7152,0.553
7153,0.334
7154,0.243
7155,0.0405
7156,0.457
7157,0.417
7158,0.334
7159,0.513
7160,0.556
7161,0.856
7162,0.679
7163,0.553
7164,0.494
7165,0.243
7166,0.417
7167,0.457
7168,0.442
7169,0.556
7170,0.679
7171,0.513
7172,0.334
7173,0.856
7174,0.556
7175,0.358
7176,0.796
7177,0.553
7178,0.442
7179,0.334
7180,0.679
7181,0.556
7182,0.513
7183,0.856
7184,0.358
7185,0.763
7186,0.553
7187,0.243
7188,0.442
7189,0.334
7190,0.556
7191,0.679
7192,0.856
7193,0.513
7194,0.358
7195,0.243
7196,0.183
7197,0.763
7198,0.442
7199,0.334
7200,0.679
7201,0.358
7202,0.556
7203,0.513
7204,0.856
7205,0.183
7206,0.763
7207,0.884
7208,0.442
7209,0.334
7210,0.556
7211,0.856
7212,0.679
7213,0.358
7214,0.513
7215,0.183
7216,0.763
7217,0.874
7218,0.0517
7219,0.334
7220,0.442
7221,0.679
7222,0.513
7223,0.183
7224,0.358
7225,0.856
7226,0.556
7227,0.874
7228,0.334
7229,0.442
7230,0.679
7231,0.0517
7232,0.183
7233,0.513
7234,0.476
7235,0.856
7236,0.358
7237,0.556
7238,0.334
7239,0.442
7240,0.679
7241,0.183
7242,0.874
7243,0.0517
7244,0.556
7245,0.513
7246,0.249
7247,0.856
7248,0.334
7249,0.442
7250,0.679
7251,0.183
7252,0.249
7253,0.513
7254,0.874
7255,0.499
7256,0.556
7257,0.0348
7258,0.334
7259,0.442
7260,0.679
7261,0.183
7262,0.249
7263,0.513
7264,0.874
7265,0.499
7266,0.763
7267,0.461
7268,0.334
7269,0.508
7270,0.442
7271,0.679
7272,0.513
7273,0.183
7274,0.499
7275,0.249
7276,0.874
7277,0.591
7278,0.334
7279,0.499
7280,0.508
7281,0.618
7282,0.74
7283,0.442
7284,0.679
7285,0.249
7286,0.183
7287,0.513
7288,0.508
7289,0.334
7290,0.618
7291,0.74
7292,0.249
7293,0.679
7294,0.499
7295,0.513
7296,0.442
7297,0.461
7298,0.334
7299,0.508
7300,0.461
7301,0.837
7302,0.249
7303,0.618
7304,0.499
7305,0.183
7306,0.874
7307,0.74
7308,0.508
7309,0.334
7310,0.746
7311,0.837
7312,0.618
7313,0.499
7314,0.461
7315,0.249
7316,0.863
7317,0.679
7318,0.508
7319,0.334
7320,0.499
7321,0.863
7322,0.837
7323,0.354
7324,0.618
7325,0.249
7326,0.746
7327,0.513
7328,0.334
7329,0.499
7330,0.508
7331,0.837
7332,0.863
7333,0.905
7334,0.354
7335,0.618
7336,0.513
7337,0.874
7338,0.537
7339,0.334
7340,0.393
7341,0.863
7342,0.508
7343,0.905
7344,0.354
7345,0.837
7346,0.328
7347,0.499
7348,0.334
7349,0.537
7350,0.393
7351,0.717
7352,0.497
7353,0.508
7354,0.905
7355,0.354
7356,0.863
7357,0.837
7358,0.646
7359,0.411
7360,0.334
7361,0.259
7362,0.537
7363,0.905
7364,0.354
7365,0.863
7366,0.328
7367,0.508
7368,0.509
7369,0.646
7370,0.354
7371,0.259
7372,0.334
7373,0.905
7374,0.411
7375,0.537
7376,0.863
7377,0.328
7378,0.354
7379,0.509
7380,0.334
7381,0.646
7382,0.905
7383,0.497
7384,0.655
7385,0.537
7386,0.328
7387,0.863
7388,0.555
7389,0.354
7390,0.334
7391,0.905
7392,0.646
7393,0.863
7394,0.537
7395,0.655
7396,0.509
7397,0.497
7398,0.247
7399,0.717
7400,0.354
7401,0.555
7402,0.905
7403,0.557
7404,0.646
7405,0.334
7406,0.31
7407,0.655
7408,0.247
7409,0.761
7410,0.717
7411,0.354
7412,0.905
7413,0.557
7414,0.646
7415,0.555
7416,0.655
7417,0.31
7418,0.771
7419,0.761
7420,0.905
7421,0.247
7422,0.497
7423,0.557
7424,0.646
7425,0.31
7426,0.354
7427,0.863
7428,0.771
7429,0.557
7430,0.247
7431,0.497
7432,0.761
7433,0.555
7434,0.31
7435,0.905
7436,0.646
7437,0.354
7438,0.771
7439,0.247
7440,0.557
7441,0.328
7442,0.497
7443,0.761
7444,0.31
7445,0.905
7446,0.646
7447,0.896
7448,0.771
7449,0.557
7450,0.761
7451,0.247
7452,0.896
7453,0.31
7454,0.905
7455,0.497
7456,0.662
7457,0.646
7458,0.771
7459,0.557
7460,0.761
7461,0.896
7462,0.247
7463,0.31
7464,0.646
7465,0.905
7466,0.662
7467,0.497
7468,0.557
7469,0.771
7470,0.761
7471,0.896
7472,0.247
7473,0.905
7474,0.31
7475,0.357
7476,0.662
7477,0.646
7478,0.557
7479,0.761
7480,0.771
7481,0.905
7482,0.31
7483,0.896
7484,0.247
7485,0.925
7486,0.662
7487,0.522
7488,0.925
7489,0.557
7490,0.905
